Age,Height,Weight,Overall,Potential,PreferredFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,PositionClass
18,172,69,61,78,Right,2,Medium,Medium,70,51,60,65,49,58,52,50,42,65,46,63,50,38,62,65,72,69,74,56,85,55,52,64,54,48,62,44,59,64,49,60,51,52,50,9,11,7,7,15,MF
20,192,84,61,76,Right,2,Low,Medium,67,31,37,43,60,75,32,25,56,44,30,40,32,33,37,48,66,67,41,45,43,48,71,64,84,27,67,57,24,31,40,49,55,66,64,9,10,5,12,6,DE
31,168,65,61,61,Right,3,High,Medium,67,56,61,62,48,55,59,53,38,61,52,59,62,61,59,62,66,68,68,58,80,61,53,54,55,57,56,50,57,64,61,56,42,54,52,9,11,14,15,6,MF
25,193,73,61,63,Right,2,Low,Medium,49,32,41,40,60,74,31,33,60,49,23,36,32,24,43,41,50,49,38,54,51,38,68,72,81,25,59,59,36,42,35,53,59,62,60,8,11,9,9,14,DE
30,189,93,61,61,Right,2,Medium,Medium,56,54,52,55,59,75,44,55,56,56,53,54,59,55,53,53,50,61,61,61,45,64,63,71,83,46,65,54,39,51,48,58,61,61,60,12,6,9,14,10,DE
20,188,68,61,69,Left,2,Medium,Low,82,38,53,57,54,63,61,36,58,53,27,57,62,32,51,58,81,83,56,53,62,39,71,65,65,37,52,52,56,49,39,48,50,58,56,8,7,11,6,13,DE
23,185,78,61,68,Right,2,Medium,Medium,64,28,54,56,60,67,53,29,59,60,22,54,29,27,58,57,63,64,63,56,63,27,68,64,72,23,56,59,43,52,32,53,60,61,61,14,11,7,12,13,DE
19,188,80,61,75,Right,2,Medium,Medium,64,61,48,60,19,59,42,63,60,52,53,60,54,55,39,62,62,65,64,55,59,60,69,56,73,58,26,10,59,49,64,49,11,19,18,7,9,11,13,12,FO
19,181,74,61,78,Left,2,High,Medium,66,40,53,57,56,57,63,37,48,56,35,55,63,56,48,58,68,64,67,53,66,56,61,63,56,32,50,54,46,38,36,45,56,60,59,15,11,6,9,6,DE
21,190,85,61,70,Left,2,Medium,Medium,69,43,57,57,59,69,52,38,58,64,44,54,47,45,60,59,68,69,64,58,63,55,56,67,78,42,54,60,48,53,45,58,58,60,57,8,6,10,13,10,MF
24,182,71,61,68,Left,3,Medium,Medium,67,60,47,63,23,51,41,63,59,54,54,61,53,41,39,64,69,65,73,58,69,59,66,53,57,56,32,20,60,48,55,55,23,15,16,6,10,6,11,15,FO
26,172,64,61,64,Right,2,High,High,84,35,49,55,56,66,54,31,42,52,27,48,44,38,48,53,85,84,83,52,82,44,66,66,59,36,81,57,47,44,30,41,57,59,57,7,11,11,6,13,DE
33,182,88,61,61,Right,1,Medium,Medium,61,59,60,60,27,59,13,8,12,20,5,10,14,14,15,12,25,31,38,60,49,45,63,28,60,9,19,10,5,34,15,27,5,11,14,61,59,60,59,60,GK
29,194,83,61,61,Right,2,Medium,Low,60,61,47,55,30,79,37,61,63,55,55,55,44,40,42,60,58,62,48,58,45,64,64,76,84,57,72,20,62,51,61,55,32,27,23,6,12,12,13,11,FO
22,181,82,61,70,Left,2,High,Medium,72,34,48,59,58,64,57,32,45,48,29,60,41,30,41,54,75,70,65,54,77,34,64,61,68,36,57,57,48,51,33,49,59,61,61,11,15,14,12,9,DE
19,175,71,61,74,Right,3,Medium,Low,79,60,53,64,25,49,50,61,53,57,56,63,57,38,43,61,77,80,76,58,73,64,48,52,52,56,36,18,58,57,63,58,26,20,18,7,13,6,6,6,FO
20,170,61,61,77,Right,4,High,Medium,75,57,56,61,40,49,61,59,35,61,40,60,42,55,45,65,75,75,72,45,55,55,51,61,50,61,30,45,50,52,59,49,33,45,44,13,11,14,8,9,MF
22,175,70,61,71,Right,2,Medium,Medium,68,57,57,65,23,41,60,59,40,55,41,68,37,52,68,65,68,68,55,50,83,58,34,48,42,55,31,15,50,57,61,48,21,26,22,9,12,12,10,10,MF
29,181,71,61,61,Right,2,Medium,Medium,75,42,50,61,54,74,53,44,60,50,33,61,49,39,48,57,76,74,76,54,60,42,91,78,76,38,58,53,57,51,38,54,48,57,57,10,14,13,10,11,DE
27,186,72,61,63,Right,2,Medium,High,67,26,40,50,60,69,28,19,58,56,28,39,23,24,42,58,64,70,65,58,66,40,77,71,73,24,56,60,34,32,38,46,56,63,61,11,11,9,9,6,DE
30,180,72,61,61,Left,2,Medium,Medium,69,49,57,57,55,67,64,45,52,55,43,55,59,61,51,56,68,70,70,55,63,60,74,73,65,47,65,56,56,58,51,56,55,55,55,9,11,9,13,11,DE
30,180,70,61,61,Right,2,Medium,Medium,66,51,59,58,58,63,62,48,57,61,46,57,39,49,60,60,65,66,68,50,45,57,70,69,67,57,46,56,30,59,48,55,57,61,54,15,10,11,6,7,DE
28,183,75,61,63,Right,2,Low,High,61,34,39,40,64,60,30,30,58,49,30,32,30,34,45,40,58,63,50,53,63,45,71,63,60,30,55,54,24,27,46,50,65,68,71,9,11,7,12,9,DE
18,195,82,61,79,Right,3,Medium,Medium,75,60,52,61,27,67,57,62,54,56,59,63,36,34,48,61,74,76,66,55,39,61,73,67,74,58,47,27,57,49,51,58,21,26,23,12,9,13,12,6,FO
25,187,76,61,64,Right,3,Medium,Low,81,58,50,61,32,70,44,60,60,55,53,60,51,42,41,58,79,82,69,56,74,58,72,66,82,56,45,20,57,55,63,54,30,34,26,13,9,10,14,10,FO
18,177,70,61,78,Right,3,Medium,Medium,76,56,53,68,24,50,51,58,41,60,52,70,50,47,46,66,78,74,79,41,77,56,76,51,52,53,38,18,51,50,58,58,21,26,24,13,6,10,13,12,FO
22,181,71,61,69,Right,2,Medium,Medium,64,54,61,64,57,63,58,47,53,66,38,65,43,60,56,66,65,63,63,62,67,75,67,55,64,59,68,59,54,62,35,48,58,57,54,14,9,12,7,7,MF
21,177,73,61,73,Right,2,Medium,Medium,83,46,53,65,24,40,56,51,40,56,42,66,41,40,42,63,84,82,78,58,79,50,53,53,36,31,29,26,56,57,38,42,18,21,27,6,13,7,13,15,MF
19,183,79,61,73,Right,1,Medium,Medium,64,58,56,66,27,54,13,8,11,22,7,8,12,11,20,13,28,26,32,58,29,42,75,27,55,8,22,9,9,28,14,30,8,13,12,64,58,56,54,66,GK
23,173,68,61,65,Right,2,Medium,Low,74,59,52,66,21,46,48,63,55,60,62,64,33,27,52,63,70,77,85,52,85,61,71,57,37,48,48,18,65,51,55,59,19,15,14,8,8,13,11,7,FO
23,175,72,61,63,Right,2,High,Medium,78,43,52,61,53,70,56,33,42,54,22,60,36,42,51,57,79,77,78,54,72,61,74,77,66,52,71,54,48,50,44,52,52,55,55,8,12,11,12,5,DE
28,186,74,61,61,Right,2,High,Low,66,62,51,59,24,65,44,62,62,54,55,58,52,40,50,58,65,67,65,57,62,68,70,65,67,55,60,25,61,55,64,58,22,14,15,8,12,11,13,8,FO
20,185,80,61,73,Right,2,Medium,Medium,58,58,62,60,52,56,62,59,50,63,44,58,56,54,62,61,62,55,66,57,64,59,56,66,58,60,40,51,59,63,49,62,50,55,50,12,6,14,6,12,MF
22,192,80,61,68,Right,2,Medium,Low,61,60,47,61,27,65,31,64,64,54,55,64,39,37,42,60,59,62,57,56,54,60,64,65,67,54,60,20,62,60,50,57,21,25,28,11,5,15,13,11,FO
22,187,74,61,70,Left,2,Medium,Medium,71,33,50,57,57,72,54,29,52,55,25,57,36,32,49,55,70,71,67,58,50,47,73,61,75,25,78,59,44,46,33,53,55,59,58,13,11,9,14,14,DE
28,173,68,61,62,Right,2,Low,High,74,35,50,58,63,68,50,30,53,54,29,54,43,43,48,56,76,73,76,58,72,41,64,79,61,36,72,62,53,47,36,53,64,66,63,7,7,10,7,14,DE
33,184,75,61,61,Right,2,Medium,Low,62,50,57,63,60,77,49,51,54,58,39,63,55,59,52,62,55,67,70,65,64,46,59,79,81,52,69,63,61,65,47,61,59,62,60,11,15,15,15,13,MF
22,187,82,61,70,Left,2,Medium,Low,76,58,53,62,21,61,52,60,52,57,47,62,51,58,48,64,74,77,67,57,60,68,65,59,70,49,40,15,58,50,53,53,19,17,19,11,12,9,8,11,FO
24,178,76,61,69,Right,3,Medium,Medium,71,46,57,57,60,64,57,35,54,58,44,54,56,54,56,56,70,72,72,60,67,58,82,65,62,55,64,62,55,55,45,55,59,61,57,8,7,9,10,9,DE
26,173,70,61,61,Left,2,Medium,Medium,76,55,57,62,42,53,58,56,47,59,49,60,44,52,55,61,75,76,73,58,71,62,56,66,50,48,45,45,56,56,52,59,40,42,40,14,11,6,7,10,FO
20,178,70,61,70,Right,2,High,Medium,69,42,58,52,58,51,58,35,54,62,39,47,53,39,57,55,69,69,58,55,69,51,61,60,45,46,52,57,51,56,42,52,56,64,55,12,11,6,9,12,DE
19,183,75,61,79,Left,2,Medium,Medium,69,60,52,65,22,58,57,59,48,52,63,65,57,43,42,67,70,69,70,55,66,67,53,59,63,54,43,20,56,57,56,52,18,21,19,13,13,14,9,11,FO
21,183,80,61,72,Right,2,High,Low,71,54,57,64,30,61,59,55,41,61,54,66,57,46,57,63,76,67,68,42,69,59,60,60,71,49,37,24,53,51,47,56,31,29,33,11,15,8,15,9,MF
23,180,70,61,70,Left,2,Medium,Medium,70,45,57,63,47,52,64,41,48,64,35,67,44,38,56,62,72,69,66,52,55,56,44,60,48,42,56,48,54,48,48,45,47,44,55,7,14,7,8,9,MF
22,195,87,61,69,Right,2,Medium,Medium,60,34,45,45,58,75,38,34,62,54,29,43,30,29,53,51,62,58,34,54,39,46,63,66,83,26,68,52,24,38,34,52,58,60,61,9,15,12,10,13,DE
21,180,81,61,67,Right,3,High,Medium,64,55,57,61,58,61,44,55,55,63,46,61,45,48,61,60,61,67,62,62,65,55,62,70,59,58,55,58,57,61,52,55,55,61,58,7,7,5,14,10,MF
21,185,85,61,69,Right,1,Medium,Medium,61,60,62,61,18,60,13,8,12,16,9,15,13,12,33,13,20,15,28,55,55,47,63,20,60,8,23,9,5,35,13,28,8,15,15,61,60,62,60,61,GK
21,178,71,61,75,Left,2,High,Medium,77,59,50,64,25,63,46,62,59,57,45,62,46,34,42,64,77,77,81,51,82,59,69,72,67,53,38,12,61,52,61,51,36,16,12,11,13,12,14,8,FO
26,174,70,61,64,Right,3,High,Medium,66,46,61,63,53,63,64,36,52,63,43,63,63,67,58,62,67,66,72,50,77,56,59,67,62,60,59,50,55,55,43,58,49,58,57,5,5,13,8,14,MF
22,175,63,61,65,Left,2,Medium,Medium,66,39,58,62,57,57,62,38,49,59,32,62,61,62,57,59,73,60,71,57,79,30,78,55,52,44,69,60,45,53,55,45,56,59,57,12,7,6,12,11,DE
22,185,78,61,71,Right,2,Medium,Medium,55,54,57,61,61,70,49,55,58,62,41,60,46,47,59,62,54,55,61,60,59,56,61,70,69,54,73,62,60,61,44,61,61,62,61,7,11,10,9,12,MF
23,183,73,61,67,Left,1,Medium,Medium,61,59,61,62,36,59,14,13,14,39,13,13,14,14,44,22,35,38,49,55,45,46,61,29,55,14,22,12,6,46,20,41,11,15,13,61,59,61,59,62,GK
21,190,85,61,71,Right,2,Low,Medium,38,31,45,38,62,71,34,25,63,58,27,34,29,28,49,38,39,37,42,49,41,43,73,63,82,32,53,62,22,38,46,46,59,66,59,8,14,8,13,11,DE
22,178,70,61,69,Right,3,High,Medium,72,55,61,65,50,63,62,56,43,64,32,64,59,45,62,62,74,71,72,61,78,58,59,76,57,56,61,52,56,60,51,63,49,53,47,5,13,11,12,10,MF
20,162,57,61,70,Right,2,Medium,High,70,43,62,66,54,53,62,37,36,69,42,65,44,34,64,63,73,68,80,56,90,53,65,68,42,42,57,56,54,60,46,53,61,53,48,14,7,5,8,8,MF
25,188,75,61,64,Right,3,High,Medium,63,56,62,64,55,58,63,52,39,66,55,66,62,41,60,68,61,65,60,58,52,63,38,55,64,59,52,56,58,60,52,57,62,53,51,6,15,12,14,9,MF
22,185,75,61,71,Right,2,Medium,Medium,63,45,56,59,57,62,45,41,49,65,37,57,34,42,62,60,64,63,60,57,66,58,63,64,62,39,58,55,53,58,46,58,57,60,57,14,7,13,7,5,MF
27,189,80,61,62,Right,2,Medium,High,62,30,39,40,61,69,37,29,59,48,35,33,40,27,36,43,60,63,50,52,57,40,69,59,78,20,58,59,32,29,31,45,60,63,61,12,11,12,11,11,DE
20,174,70,61,73,Right,2,Medium,Medium,70,30,46,52,60,49,73,29,41,42,27,46,51,36,26,51,68,71,74,47,77,24,65,59,43,31,49,60,46,41,37,42,61,64,59,9,14,12,14,9,DE
24,182,75,61,69,Right,2,Medium,High,64,46,56,57,58,60,41,42,43,67,43,56,45,44,56,56,63,64,63,57,65,57,56,70,62,39,44,62,49,55,65,61,58,59,58,6,11,14,9,10,MF
23,194,82,61,71,Right,1,Medium,Medium,62,60,58,63,22,61,13,5,13,24,5,7,12,14,25,19,18,29,40,50,48,44,58,27,49,8,21,11,4,32,14,23,9,11,13,62,60,58,61,63,GK
20,192,78,61,72,Right,2,Medium,Medium,65,33,49,56,59,72,37,26,57,61,26,53,36,38,56,58,62,67,60,54,57,48,63,72,74,31,68,58,36,43,39,56,56,62,60,8,9,5,6,9,DE
22,180,78,61,70,Left,2,High,Medium,67,42,43,58,60,59,56,39,54,42,40,61,62,39,26,58,68,67,53,56,63,50,58,60,60,42,56,55,49,40,39,46,58,65,63,7,10,15,10,14,DE
20,202,82,61,74,Right,2,Medium,Low,64,59,48,57,25,74,30,60,59,58,51,58,48,33,51,60,60,68,60,56,36,65,57,57,86,54,67,20,56,49,52,50,23,21,19,13,7,11,15,10,FO
25,177,73,61,66,Right,2,Medium,Medium,63,31,52,57,61,58,58,29,49,59,32,66,35,32,61,46,66,60,56,57,63,32,62,61,56,26,60,58,52,37,41,41,62,66,60,11,12,13,13,13,DE
23,179,73,61,67,Left,3,Medium,Medium,71,60,61,65,45,65,61,61,52,62,47,64,68,62,57,65,68,73,69,61,70,57,73,65,66,63,58,51,57,62,62,60,32,53,44,9,9,5,9,8,MF
20,177,70,61,68,Right,3,High,Low,65,62,54,58,32,58,50,67,66,61,56,58,45,50,58,55,64,65,63,55,70,58,72,55,59,55,55,35,58,47,65,48,33,23,20,12,13,7,9,10,FO
22,192,85,61,71,Right,2,Medium,Medium,73,30,38,42,58,74,33,22,65,52,28,28,26,19,38,48,71,75,68,54,67,54,83,73,80,25,57,58,29,24,34,51,55,61,55,12,9,14,7,6,DE
29,188,70,61,61,Right,1,Medium,Medium,61,56,60,62,22,61,14,12,19,33,12,16,18,19,34,22,24,20,38,58,32,45,44,29,25,17,14,16,11,39,23,44,15,16,14,61,56,60,61,62,GK
21,180,75,61,70,Right,2,Medium,Medium,62,33,41,48,66,55,35,30,60,51,29,45,28,29,45,50,61,63,42,54,65,53,72,56,55,21,50,61,25,31,42,46,65,71,67,6,10,10,7,9,DE
19,183,81,61,77,Right,3,Medium,High,65,46,60,62,59,63,55,43,59,62,40,63,54,47,63,62,65,65,58,56,71,54,55,55,63,46,74,54,39,63,52,53,57,63,62,15,7,8,14,7,DE
23,173,65,61,67,Right,3,High,Low,87,61,47,63,25,44,39,62,58,54,54,64,42,43,40,60,86,87,65,56,78,61,60,65,34,58,40,21,59,48,63,57,19,22,23,14,13,11,11,7,FO
21,173,69,61,69,Left,2,High,Low,74,59,54,66,29,45,57,55,42,59,44,65,40,47,49,66,75,73,80,50,80,65,61,69,34,69,39,22,50,52,53,51,28,28,31,9,9,10,9,13,MF
19,178,74,61,73,Right,2,Medium,Medium,71,62,52,67,18,43,46,66,27,57,53,67,48,41,53,68,73,70,68,52,81,69,42,45,47,54,33,24,62,51,43,51,18,11,16,10,5,11,7,6,MF
21,185,78,61,69,Right,1,Medium,Medium,61,61,60,61,49,60,13,10,7,40,12,24,14,11,36,26,50,47,51,57,52,45,58,37,40,12,31,15,10,62,16,36,20,17,15,61,61,60,60,61,GK
22,188,78,61,69,Right,2,Medium,Medium,64,29,39,46,61,68,32,23,61,48,27,41,33,28,40,45,65,63,55,57,62,41,73,65,72,26,59,60,33,35,35,51,62,61,60,11,5,13,14,6,DE
18,181,75,61,74,Right,2,Medium,High,60,37,52,55,61,62,35,33,40,63,33,49,30,39,54,62,61,59,58,51,73,57,59,45,69,29,64,63,30,56,38,41,64,65,59,14,12,10,8,11,DE
28,171,68,61,61,Left,3,Medium,Medium,69,50,59,67,49,50,59,46,51,63,43,67,68,57,55,62,73,65,87,57,84,63,56,56,48,47,48,41,53,54,58,55,47,52,56,16,12,12,16,12,MF
26,180,73,61,64,Left,2,Medium,Medium,70,36,44,57,58,64,58,36,48,44,35,54,37,41,34,55,70,70,74,58,65,35,68,68,65,29,56,60,50,42,48,43,62,58,55,16,11,7,7,6,DE
24,178,74,61,64,Right,2,Low,High,49,52,60,60,59,68,55,47,54,64,45,59,58,47,62,60,50,48,62,58,67,59,52,71,70,55,62,58,57,60,54,62,60,60,58,6,5,14,6,7,MF
20,193,75,61,75,Right,2,Medium,Medium,53,58,46,56,23,68,31,62,69,57,53,56,32,31,39,61,50,56,49,56,45,61,71,62,74,45,62,23,64,52,62,49,12,21,17,10,11,7,13,11,FO
21,185,79,61,72,Right,1,Medium,Medium,63,59,61,61,28,59,10,7,13,29,7,5,12,13,34,19,28,28,38,55,49,46,59,23,55,6,17,13,7,39,17,26,5,12,11,63,59,61,59,61,GK
18,190,93,61,76,Right,1,Medium,Medium,58,64,62,62,31,57,12,4,16,31,9,11,8,13,26,18,34,27,38,56,30,47,53,22,69,7,31,10,4,29,21,31,7,10,14,58,64,62,57,62,GK
23,178,73,61,66,Right,2,Medium,Medium,68,61,48,62,18,56,38,64,58,58,52,62,44,37,37,63,67,68,65,58,69,58,65,67,56,59,38,10,58,52,57,55,16,14,11,12,8,13,14,9,FO
22,177,70,61,72,Right,2,Medium,Medium,70,55,61,61,59,62,59,55,45,65,44,61,46,46,61,59,70,70,70,49,72,57,62,65,60,54,61,55,56,61,58,58,65,61,61,8,14,8,14,9,MF
23,185,78,61,70,Right,2,Low,Medium,60,35,49,39,61,67,26,36,61,65,29,29,28,25,64,40,62,59,63,47,60,39,79,64,72,33,57,55,28,45,32,42,64,63,57,7,9,10,7,13,DE
24,191,84,61,66,Right,2,High,Low,57,59,51,56,20,67,36,61,71,61,49,56,49,40,58,56,59,55,55,53,44,58,78,50,79,54,56,18,65,44,62,64,11,15,19,9,6,15,13,6,FO
24,190,80,61,66,Left,2,Medium,Medium,65,36,42,47,61,70,43,39,58,46,29,43,36,34,38,48,61,68,53,51,57,36,61,61,76,32,69,61,34,39,38,45,61,64,59,7,13,7,12,11,DE
22,182,73,61,71,Right,2,Medium,Medium,57,47,58,60,58,64,53,43,58,64,33,60,46,57,59,60,64,52,65,54,67,58,67,61,64,49,67,56,42,57,56,46,57,60,61,11,9,14,7,14,MF
25,185,82,61,64,Left,2,Medium,High,47,24,37,47,60,74,36,22,59,45,28,38,24,26,35,53,46,48,56,54,61,32,81,70,83,17,53,57,28,29,32,56,62,61,58,9,10,13,13,8,DE
27,181,71,61,64,Right,1,Medium,Medium,61,61,53,62,36,59,14,8,14,23,8,11,12,10,24,17,35,37,36,59,48,40,57,28,61,7,26,6,4,38,12,37,8,13,13,61,61,53,59,62,GK
25,185,84,61,66,Right,2,Low,Medium,50,28,45,50,62,68,45,23,58,49,16,53,30,24,45,48,49,51,34,59,52,38,67,57,77,23,59,61,54,49,33,55,64,62,57,9,9,7,12,10,DE
19,174,62,61,75,Right,3,Medium,Medium,77,54,56,69,38,51,45,55,45,63,46,68,42,46,59,67,80,74,80,56,83,55,51,72,39,57,55,32,52,59,46,62,33,42,43,5,7,15,14,5,MF
24,180,76,61,66,Right,2,High,Medium,76,36,52,56,53,59,59,32,42,60,38,57,48,32,54,55,78,75,59,52,66,46,59,68,57,30,55,54,56,33,38,41,48,59,63,11,14,9,6,7,DE
31,188,89,61,61,Right,2,High,High,59,55,58,58,62,86,55,52,57,61,48,57,51,48,61,61,61,58,60,63,36,64,50,83,89,55,90,62,56,59,49,59,63,64,62,12,12,7,9,8,MF
20,175,63,61,75,Right,2,Medium,Medium,70,42,60,63,59,60,57,38,47,65,33,61,43,48,58,62,73,68,78,49,78,51,71,63,56,46,63,60,49,61,32,56,58,62,60,7,7,13,5,14,DE
20,183,76,61,70,Right,2,Medium,Medium,73,54,53,62,40,66,52,57,42,58,48,62,50,42,50,59,74,73,70,61,71,55,62,65,70,47,58,37,54,52,55,53,39,42,38,10,10,7,9,14,MF
19,178,70,61,79,Right,3,Medium,Medium,66,46,60,63,55,57,52,34,54,70,47,65,50,50,64,60,63,68,64,65,71,69,62,61,52,45,64,50,63,54,51,52,54,57,60,9,5,11,14,12,MF
27,173,68,61,61,Right,2,Medium,High,56,55,58,63,60,63,49,53,52,64,46,61,52,45,61,62,57,56,71,58,79,59,56,68,60,57,66,60,56,59,53,56,61,62,59,15,9,8,14,11,MF
26,182,75,61,66,Right,2,Medium,High,51,32,46,54,59,73,40,28,63,54,35,49,32,28,54,55,50,51,63,55,66,44,80,62,80,26,65,57,33,40,46,57,59,60,57,15,9,13,11,15,DE
35,185,73,61,61,Right,2,Low,Medium,34,27,42,40,61,71,37,22,61,50,13,27,19,20,40,46,33,34,54,57,53,50,73,66,77,18,63,59,25,46,28,58,60,62,60,7,10,9,10,9,DE
19,184,72,61,71,Right,2,Medium,Medium,87,60,49,62,31,60,45,61,45,54,47,60,47,38,49,62,89,86,74,55,74,62,49,70,55,59,61,30,62,49,55,55,29,29,28,12,14,12,14,7,MF
20,181,72,61,70,Right,2,Medium,Medium,55,48,56,57,60,60,55,34,62,63,57,55,57,61,62,62,55,55,60,55,57,64,65,55,60,63,63,60,42,41,41,41,61,59,60,10,7,8,6,6,MF
25,178,70,61,68,Left,2,Medium,Medium,61,42,55,55,59,60,57,42,46,62,35,50,41,43,63,58,59,62,58,60,75,45,69,64,60,40,54,60,40,43,45,42,60,62,61,5,11,13,5,5,MF
24,170,69,61,67,Left,3,Medium,Medium,73,57,59,65,52,44,52,56,41,64,42,62,53,50,61,61,76,71,86,59,86,62,37,71,35,58,36,53,58,59,54,59,53,55,48,8,9,10,11,13,MF
22,176,70,61,70,Right,3,Medium,Medium,63,48,62,62,47,55,50,48,32,68,49,60,63,42,61,65,64,62,64,52,66,51,49,66,51,45,51,48,53,67,38,60,46,51,51,8,14,7,12,13,MF
19,179,63,61,73,Left,3,Medium,Medium,89,55,51,64,28,48,50,54,46,53,52,65,60,49,45,60,88,89,75,53,68,59,44,53,49,55,42,17,57,53,55,57,23,32,34,13,9,6,14,10,MF
22,183,82,61,68,Right,3,High,High,66,61,45,59,24,68,35,62,61,53,56,58,54,31,32,62,65,66,52,58,57,64,67,61,72,56,66,14,61,54,64,61,27,15,20,7,5,12,9,14,FO
33,194,78,61,61,Right,1,Medium,Medium,60,59,57,61,46,62,30,10,29,49,15,20,29,28,40,31,45,48,59,59,37,43,65,45,74,19,33,12,16,39,17,37,11,15,20,60,59,57,62,61,GK
23,183,79,61,69,Right,1,Medium,Medium,61,61,53,62,19,58,11,9,13,17,6,9,14,11,21,15,21,17,21,61,46,40,56,19,46,8,16,6,7,25,14,28,8,14,14,61,61,53,58,62,GK
25,182,82,61,62,Right,2,Medium,Medium,64,61,42,57,26,60,31,62,67,47,47,61,36,58,40,55,63,64,60,61,34,62,80,58,72,59,27,14,63,45,65,45,31,18,17,15,15,14,11,16,FO
18,175,68,61,76,Right,2,Medium,High,64,53,58,58,60,61,47,56,56,63,35,59,42,45,63,53,66,63,59,59,70,48,58,63,62,55,55,61,57,64,55,63,59,62,61,5,13,15,9,10,MF
35,182,77,61,61,Right,3,Low,High,43,56,61,58,60,62,58,45,58,64,65,55,63,59,60,62,54,34,63,50,61,72,75,56,60,64,72,58,57,60,58,64,61,62,59,9,15,7,12,9,MF
36,185,87,61,61,Right,2,Medium,High,36,26,49,52,60,71,50,23,62,55,17,51,34,17,55,53,36,36,48,57,53,40,67,65,76,24,66,60,21,47,25,52,60,60,60,16,10,8,14,7,DE
19,190,79,61,78,Right,3,Medium,Medium,68,56,57,63,43,57,60,58,50,59,52,65,56,58,53,63,67,69,68,58,58,62,60,52,67,47,39,41,55,52,58,54,40,44,42,14,10,9,9,6,MF
28,191,88,61,62,Right,1,Medium,Medium,62,61,61,61,43,60,16,20,12,32,14,13,13,18,34,26,43,43,39,52,27,46,54,29,58,19,23,17,17,42,30,43,11,9,10,62,61,61,60,61,GK
21,190,78,61,72,Right,2,Medium,Medium,69,61,48,58,23,62,30,62,54,57,54,60,48,45,42,61,68,69,51,55,50,64,49,63,66,55,54,27,60,53,66,50,19,17,17,6,8,12,13,7,FO
22,181,78,61,68,Right,4,High,Medium,89,60,53,66,31,57,58,61,43,60,58,67,46,45,47,63,90,88,77,52,73,66,73,39,70,53,43,31,55,46,54,58,26,33,29,11,14,10,7,10,FO
22,197,81,61,68,Right,2,Medium,Medium,60,29,46,45,60,68,32,20,62,57,23,37,27,25,55,55,52,67,42,57,39,55,57,67,69,27,69,60,28,43,24,51,59,62,57,15,7,7,8,14,DE
23,198,91,61,69,Right,1,Medium,Medium,61,65,55,60,28,58,10,7,12,28,6,13,13,14,17,16,28,28,23,57,22,41,37,23,72,6,20,14,6,28,15,29,6,11,10,61,65,55,58,60,GK
27,174,71,61,62,Right,2,Medium,Medium,75,31,44,59,58,59,57,29,48,40,24,57,48,31,42,59,76,75,63,58,80,31,59,67,52,28,65,55,53,41,41,44,59,61,60,16,16,8,11,12,DE
23,185,76,61,67,Right,3,High,Medium,65,54,62,65,35,54,53,53,46,68,47,65,50,46,67,67,68,63,69,43,64,58,57,55,57,56,46,28,47,63,52,67,34,36,35,5,8,11,8,15,MF
21,190,79,61,72,Right,2,Medium,Medium,59,63,40,56,19,61,40,65,61,42,56,55,46,39,31,58,55,62,58,62,51,65,47,56,73,57,42,14,63,44,62,45,10,19,11,8,6,8,10,9,FO
19,171,69,61,74,Right,3,Medium,Medium,64,51,59,62,49,46,51,55,26,63,45,63,50,46,61,62,63,65,70,53,48,42,38,55,46,52,39,51,63,64,49,60,53,50,49,14,5,7,9,13,MF
24,187,72,61,65,Right,3,Medium,Medium,57,60,42,59,25,66,32,62,69,53,52,61,34,32,28,60,54,59,50,57,55,62,70,56,72,54,61,11,64,46,60,52,21,26,21,6,10,14,8,9,FO
23,196,85,61,68,Right,1,Medium,Medium,59,61,64,62,28,59,12,9,11,37,5,6,14,14,34,18,27,29,27,57,29,48,34,16,73,9,26,9,7,43,19,33,5,10,11,59,61,64,59,62,GK
21,189,64,61,74,Right,2,Medium,Medium,56,43,57,57,57,65,54,37,51,67,33,60,43,40,65,55,59,54,59,60,55,59,63,54,70,41,68,55,42,45,53,45,59,56,63,13,7,5,9,5,MF
30,176,71,61,61,Right,2,Medium,Medium,67,35,52,58,56,64,56,31,51,56,34,56,42,36,51,56,66,68,68,58,70,49,69,70,63,29,60,57,45,48,35,55,57,57,56,8,9,6,13,13,DE
28,176,69,61,61,Right,2,Medium,Medium,74,26,45,55,60,61,46,23,41,53,22,52,45,35,36,50,80,69,72,58,77,25,62,62,56,24,73,58,55,41,39,59,61,66,63,6,11,11,5,6,DE
22,166,70,61,72,Right,2,High,Medium,68,55,61,64,52,46,56,50,48,65,53,65,56,55,63,63,69,68,67,54,79,60,56,65,38,60,42,50,55,61,59,57,50,55,55,12,5,8,13,6,MF
